Input.query,Input.id,annotations_list,gui_indexes_list,WorkerId,groupid,cumcount
Ui for user profile,365,"[0, 1, 2, 0, 0, 2, 0, 2, 0, 1, 2, 0, 2, 2, 0]","[10203, 40556, 3701, 10217, 68081, 17151, 7740, 18858, 27614, 7653, 40818, 15934, 62147, 60542, 40349]",ARJ7XWSK0Y8FJ,56,1
Ui for user profile,365,"[0, 0, 2, 0, 2, 0, 0, 0, 2, 0, 2, 2, 1, 1, 0]","[10203, 40556, 3701, 10217, 68081, 17151, 7740, 18858, 27614, 7653, 40818, 15934, 62147, 60542, 40349]",AYHIH9NTPYFLY,56,2
sports news overview,109,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0]","[48754, 48736, 44256, 55539, 33717, 57896, 9553, 10803, 6798, 55534, 20718, 44257, 21900, 5174, 46169]",ARJ7XWSK0Y8FJ,133,0
sports news overview,109,"[2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 0, 2]","[48754, 48736, 44256, 55539, 33717, 57896, 9553, 10803, 6798, 55534, 20718, 44257, 21900, 5174, 46169]",A35AR7EP102IEV,133,1
sports news overview,109,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0]","[48754, 48736, 44256, 55539, 33717, 57896, 9553, 10803, 6798, 55534, 20718, 44257, 21900, 5174, 46169]",A22TLF121MRXT1,133,2
home appliances,3,"[2, 2, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 1, 2]","[30793, 25966, 66313, 59601, 25962, 66310, 23920, 40668, 58913, 8599, 9285, 66314, 8593, 13575, 28271]",A1I579KWWA5IEO,96,0
home appliances,3,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 2]","[30793, 25966, 66313, 59601, 25962, 66310, 23920, 40668, 58913, 8599, 9285, 66314, 8593, 13575, 28271]",AXXA481XH6FKE,96,1
home appliances,3,"[0, 2, 0, 1, 2, 0, 0, 2, 0, 2, 0, 1, 2, 0, 1]","[30793, 25966, 66313, 59601, 25962, 66310, 23920, 40668, 58913, 8599, 9285, 66314, 8593, 13575, 28271]",A15ZDCM9T6FXH3,96,2
"diaper-magen with style, color and texture",7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[47173, 26005, 59802, 1959, 34177, 59800, 6671, 2434, 54831, 50030, 63702, 18240, 26169, 68848, 65513]",A2QZ3E3AEY887V,86,0
"diaper-magen with style, color and texture",7,"[2, 1, 0, 2, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1]","[47173, 26005, 59802, 1959, 34177, 59800, 6671, 2434, 54831, 50030, 63702, 18240, 26169, 68848, 65513]",A1PVNAXKDIW5K6,86,1
"diaper-magen with style, color and texture",7,"[2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2]","[47173, 26005, 59802, 1959, 34177, 59800, 6671, 2434, 54831, 50030, 63702, 18240, 26169, 68848, 65513]",A35AR7EP102IEV,86,2
File explorer with recently accessed image files sorted chronologically,187,"[1, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0]","[54738, 64858, 17087, 18782, 8855, 17083, 51541, 47058, 18784, 67971, 8853, 18781, 25311, 47059, 23988]",A1PVNAXKDIW5K6,12,0
File explorer with recently accessed image files sorted chronologically,187,"[0, 0, 0, 1, 2, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0]","[54738, 64858, 17087, 18782, 8855, 17083, 51541, 47058, 18784, 67971, 8853, 18781, 25311, 47059, 23988]",A15ZDCM9T6FXH3,12,1
File explorer with recently accessed image files sorted chronologically,187,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[54738, 64858, 17087, 18782, 8855, 17083, 51541, 47058, 18784, 67971, 8853, 18781, 25311, 47059, 23988]",A33LIU53SVI55G,12,2
Sending Email to Selected Recipient's,324,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[25007, 6230, 61895, 23860, 71721, 48806, 69560, 28628, 49173, 58058, 42163, 4338, 61906, 28631, 46656]",A20I3A6VWC2T5C,44,0
Sending Email to Selected Recipient's,324,"[1, 2, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[25007, 6230, 61895, 23860, 71721, 48806, 69560, 28628, 49173, 58058, 42163, 4338, 61906, 28631, 46656]",AXXA481XH6FKE,44,1
Sending Email to Selected Recipient's,324,"[2, 0, 0, 1, 2, 0, 2, 2, 0, 2, 1, 1, 2, 2, 0]","[25007, 6230, 61895, 23860, 71721, 48806, 69560, 28628, 49173, 58058, 42163, 4338, 61906, 28631, 46656]",A33LIU53SVI55G,44,2
Information with sharing and saving option,54,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[67334, 65304, 34569, 7260, 42402, 67673, 56004, 42407, 49336, 3772, 67440, 49332, 47400, 23149, 49344]",ARJ7XWSK0Y8FJ,19,0
Information with sharing and saving option,54,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]","[67334, 65304, 34569, 7260, 42402, 67673, 56004, 42407, 49336, 3772, 67440, 49332, 47400, 23149, 49344]",A20I3A6VWC2T5C,19,1
Information with sharing and saving option,54,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[67334, 65304, 34569, 7260, 42402, 67673, 56004, 42407, 49336, 3772, 67440, 49332, 47400, 23149, 49344]",A1I579KWWA5IEO,19,2
Management,457,"[1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 0, 1, 2, 2, 0]","[24628, 59732, 63779, 42698, 10222, 16548, 43736, 98, 15496, 24631, 36064, 8776, 34345, 36069, 59228]",ARJ7XWSK0Y8FJ,23,0
Management,457,"[1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[24628, 59732, 63779, 42698, 10222, 16548, 43736, 98, 15496, 24631, 36064, 8776, 34345, 36069, 59228]",A33LIU53SVI55G,23,1
Management,457,"[0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]","[24628, 59732, 63779, 42698, 10222, 16548, 43736, 98, 15496, 24631, 36064, 8776, 34345, 36069, 59228]",A2AKNTBRMYZ95S,23,2
Navigation Drawer,27,"[1, 2, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0]","[18426, 64438, 22112, 18420, 44279, 1942, 18427, 64437, 12110, 18428, 48305, 24979, 15537, 64430, 33039]",ARJ7XWSK0Y8FJ,32,0
Navigation Drawer,27,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[18426, 64438, 22112, 18420, 44279, 1942, 18427, 64437, 12110, 18428, 48305, 24979, 15537, 64430, 33039]",A15ZDCM9T6FXH3,32,1
Navigation Drawer,27,"[2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2]","[18426, 64438, 22112, 18420, 44279, 1942, 18427, 64437, 12110, 18428, 48305, 24979, 15537, 64430, 33039]",A35AR7EP102IEV,32,2
page not found report with search bar and recent posts,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[23144, 23143, 38230, 38224, 49884, 38231, 68044, 61891, 9227, 23135, 71958, 43019, 31770, 56624, 36413]",AXXA481XH6FKE,115,0
page not found report with search bar and recent posts,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[23144, 23143, 38230, 38224, 49884, 38231, 68044, 61891, 9227, 23135, 71958, 43019, 31770, 56624, 36413]",A15ZDCM9T6FXH3,115,1
page not found report with search bar and recent posts,60,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0]","[23144, 23143, 38230, 38224, 49884, 38231, 68044, 61891, 9227, 23135, 71958, 43019, 31770, 56624, 36413]",A1I579KWWA5IEO,115,2
android news website,126,"[0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1]","[25465, 71434, 68818, 14878, 42541, 1565, 45838, 16508, 33438, 44568, 11492, 33441, 25433, 26970, 1575]",A22TLF121MRXT1,66,0
android news website,126,"[0, 0, 1, 1, 0, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0]","[25465, 71434, 68818, 14878, 42541, 1565, 45838, 16508, 33438, 44568, 11492, 33441, 25433, 26970, 1575]",AXXA481XH6FKE,66,1
android news website,126,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 2, 0, 2, 2, 1, 0]","[25465, 71434, 68818, 14878, 42541, 1565, 45838, 16508, 33438, 44568, 11492, 33441, 25433, 26970, 1575]",A33LIU53SVI55G,66,2
"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series",198,"[1, 2, 0, 2, 1, 0, 2, 0, 0, 2, 0, 1, 0, 1, 0]","[56998, 26034, 11384, 57002, 11383, 70058, 56985, 61538, 3989, 57001, 26031, 3991, 56994, 35701, 70056]",A33LIU53SVI55G,41,0
"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series",198,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]","[56998, 26034, 11384, 57002, 11383, 70058, 56985, 61538, 3989, 57001, 26031, 3991, 56994, 35701, 70056]",A1PVNAXKDIW5K6,41,1
"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series",198,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[56998, 26034, 11384, 57002, 11383, 70058, 56985, 61538, 3989, 57001, 26031, 3991, 56994, 35701, 70056]",A2QZ3E3AEY887V,41,2
"Menu bar with change platform, home, squad builder, consumables, tax calculator, TOTW and about",462,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[22487, 20596, 26771, 71622, 32400, 43501, 45602, 26420, 20602, 45564, 20599, 62788, 16819, 67399, 52617]",AFIK3VBMMX6G6,27,0
"Menu bar with change platform, home, squad builder, consumables, tax calculator, TOTW and about",462,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22487, 20596, 26771, 71622, 32400, 43501, 45602, 26420, 20602, 45564, 20599, 62788, 16819, 67399, 52617]",AXXA481XH6FKE,27,1
"Menu bar with change platform, home, squad builder, consumables, tax calculator, TOTW and about",462,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22487, 20596, 26771, 71622, 32400, 43501, 45602, 26420, 20602, 45564, 20599, 62788, 16819, 67399, 52617]",A22TLF121MRXT1,27,2
Pop up share area of an online shop,32,"[0, 2, 0, 1, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[42733, 20634, 9810, 14300, 31100, 20632, 34695, 72152, 56472, 9505, 1283, 31101, 38737, 69954, 9506]",AXXA481XH6FKE,37,0
Pop up share area of an online shop,32,"[0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[42733, 20634, 9810, 14300, 31100, 20632, 34695, 72152, 56472, 9505, 1283, 31101, 38737, 69954, 9506]",A22TLF121MRXT1,37,1
Pop up share area of an online shop,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[42733, 20634, 9810, 14300, 31100, 20632, 34695, 72152, 56472, 9505, 1283, 31101, 38737, 69954, 9506]",A20I3A6VWC2T5C,37,2
UI for share and add location screen,19,"[2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[41625, 31522, 15312, 49233, 54405, 67072, 18958, 29931, 12167, 15505, 54388, 39571, 12147, 54377, 52054]",A15ZDCM9T6FXH3,55,0
UI for share and add location screen,19,"[2, 2, 1, 2, 2, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1]","[41625, 31522, 15312, 49233, 54405, 67072, 18958, 29931, 12167, 15505, 54388, 39571, 12147, 54377, 52054]",A35AR7EP102IEV,55,1
UI for share and add location screen,19,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2]","[41625, 31522, 15312, 49233, 54405, 67072, 18958, 29931, 12167, 15505, 54388, 39571, 12147, 54377, 52054]",AYHIH9NTPYFLY,55,2
pay screen for adding money into a paytm account,221,"[1, 0, 1, 2, 2, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0]","[66606, 53608, 29719, 66605, 53604, 69650, 36052, 28533, 44471, 38784, 999, 64636, 44120, 7254, 20807]",A3C2X1L5PVNNLV,117,0
pay screen for adding money into a paytm account,221,"[1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[66606, 53608, 29719, 66605, 53604, 69650, 36052, 28533, 44471, 38784, 999, 64636, 44120, 7254, 20807]",A22TLF121MRXT1,117,1
pay screen for adding money into a paytm account,221,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[66606, 53608, 29719, 66605, 53604, 69650, 36052, 28533, 44471, 38784, 999, 64636, 44120, 7254, 20807]",AXXA481XH6FKE,117,2
Healthy Food options to add in daily Plan,68,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[66544, 8328, 27984, 8334, 19171, 60609, 29386, 28638, 60611, 3413, 11698, 60613, 66532, 34125, 71635]",AXXA481XH6FKE,16,0
Healthy Food options to add in daily Plan,68,"[0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]","[66544, 8328, 27984, 8334, 19171, 60609, 29386, 28638, 60611, 3413, 11698, 60613, 66532, 34125, 71635]",A2AKNTBRMYZ95S,16,1
Healthy Food options to add in daily Plan,68,"[1, 1, 2, 1, 0, 0, 2, 1, 0, 2, 2, 0, 1, 2, 0]","[66544, 8328, 27984, 8334, 19171, 60609, 29386, 28638, 60611, 3413, 11698, 60613, 66532, 34125, 71635]",AQJRB9V4BVIJ9,16,2
a screen with information about particular app,141,"[1, 0, 2, 1, 0, 0, 1, 2, 2, 0, 0, 0, 2, 2, 0]","[57846, 71653, 29727, 43988, 41306, 18821, 25421, 56795, 47400, 62563, 59483, 7601, 25035, 40420, 45674]",ARJ7XWSK0Y8FJ,62,0
a screen with information about particular app,141,"[2, 0, 2, 2, 0, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0]","[57846, 71653, 29727, 43988, 41306, 18821, 25421, 56795, 47400, 62563, 59483, 7601, 25035, 40420, 45674]",A1I579KWWA5IEO,62,1
a screen with information about particular app,141,"[2, 2, 2, 2, 1, 0, 2, 2, 1, 1, 0, 0, 1, 2, 0]","[57846, 71653, 29727, 43988, 41306, 18821, 25421, 56795, 47400, 62563, 59483, 7601, 25035, 40420, 45674]",A35AR7EP102IEV,62,2
Hushed-Login this app......you enter a new world of foods,12,"[1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1]","[60609, 28243, 31693, 5254, 45636, 57016, 8347, 23432, 28001, 59843, 23431, 20714, 70145, 21435, 17024]",A35AR7EP102IEV,17,0
Hushed-Login this app......you enter a new world of foods,12,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]","[60609, 28243, 31693, 5254, 45636, 57016, 8347, 23432, 28001, 59843, 23431, 20714, 70145, 21435, 17024]",A2AKNTBRMYZ95S,17,1
Hushed-Login this app......you enter a new world of foods,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[60609, 28243, 31693, 5254, 45636, 57016, 8347, 23432, 28001, 59843, 23431, 20714, 70145, 21435, 17024]",A2ECRNQ3X5LEXD,17,2
Using our advanced ovulation calculator online is the most reliable way of knowing your ovulation date,375,"[2, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[61983, 22892, 61115, 20676, 22891, 61118, 69900, 16985, 44016, 22870, 14252, 44013, 11323, 14254, 20602]",A33LIU53SVI55G,57,0
Using our advanced ovulation calculator online is the most reliable way of knowing your ovulation date,375,"[1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0]","[61983, 22892, 61115, 20676, 22891, 61118, 69900, 16985, 44016, 22870, 14252, 44013, 11323, 14254, 20602]",A1PVNAXKDIW5K6,57,1
Using our advanced ovulation calculator online is the most reliable way of knowing your ovulation date,375,"[2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1]","[61983, 22892, 61115, 20676, 22891, 61118, 69900, 16985, 44016, 22870, 14252, 44013, 11323, 14254, 20602]",A35AR7EP102IEV,57,2
flight preferences San Francisco to New York and search tickets button,203,"[1, 1, 0, 0, 2, 1, 1, 2, 1, 0, 2, 0, 0, 2, 1]","[50010, 21454, 2631, 52414, 18640, 57686, 2719, 18650, 28089, 21124, 18653, 24370, 39343, 18652, 12644]",A2QZ3E3AEY887V,92,0
flight preferences San Francisco to New York and search tickets button,203,"[0, 0, 0, 0, 2, 0, 2, 2, 0, 0, 1, 0, 0, 1, 0]","[50010, 21454, 2631, 52414, 18640, 57686, 2719, 18650, 28089, 21124, 18653, 24370, 39343, 18652, 12644]",AXXA481XH6FKE,92,1
flight preferences San Francisco to New York and search tickets button,203,"[2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2]","[50010, 21454, 2631, 52414, 18640, 57686, 2719, 18650, 28089, 21124, 18653, 24370, 39343, 18652, 12644]",A35AR7EP102IEV,92,2
Period and fertility forecast with cycle length,430,"[1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 0, 2, 1]","[69882, 865, 16961, 22894, 20676, 60075, 1732, 57138, 11318, 22879, 28308, 29716, 59134, 7178, 16960]",AXXA481XH6FKE,36,0
Period and fertility forecast with cycle length,430,"[1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 0, 2, 2]","[69882, 865, 16961, 22894, 20676, 60075, 1732, 57138, 11318, 22879, 28308, 29716, 59134, 7178, 16960]",AYHIH9NTPYFLY,36,1
Period and fertility forecast with cycle length,430,"[1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2]","[69882, 865, 16961, 22894, 20676, 60075, 1732, 57138, 11318, 22879, 28308, 29716, 59134, 7178, 16960]",A2ECRNQ3X5LEXD,36,2
Map for atms,299,"[1, 2, 1, 0, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1]","[66555, 68989, 7084, 56256, 17602, 70756, 24475, 19692, 60544, 881, 5316, 13259, 2754, 13348, 49502]",A2ECRNQ3X5LEXD,24,0
Map for atms,299,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[66555, 68989, 7084, 56256, 17602, 70756, 24475, 19692, 60544, 881, 5316, 13259, 2754, 13348, 49502]",AXXA481XH6FKE,24,1
Map for atms,299,"[1, 1, 1, 0, 0, 1, 2, 0, 1, 1, 1, 2, 0, 0, 2]","[66555, 68989, 7084, 56256, 17602, 70756, 24475, 19692, 60544, 881, 5316, 13259, 2754, 13348, 49502]",A1PVNAXKDIW5K6,24,2
audio editor with harmony function,321,"[0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 0, 0, 0]","[37567, 53013, 13339, 22689, 53007, 14191, 68797, 53003, 22690, 25497, 15815, 67446, 26415, 53018, 67449]",A2AKNTBRMYZ95S,69,0
audio editor with harmony function,321,"[1, 1, 0, 1, 1, 0, 2, 0, 2, 1, 2, 1, 2, 1, 1]","[37567, 53013, 13339, 22689, 53007, 14191, 68797, 53003, 22690, 25497, 15815, 67446, 26415, 53018, 67449]",A35AR7EP102IEV,69,1
audio editor with harmony function,321,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[37567, 53013, 13339, 22689, 53007, 14191, 68797, 53003, 22690, 25497, 15815, 67446, 26415, 53018, 67449]",AXXA481XH6FKE,69,2
menu providing different buttons to change the settings and to get more information,233,"[2, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[60557, 21573, 44478, 5706, 60360, 1380, 25027, 51748, 57092, 16204, 60624, 40104, 45304, 23123, 71326]",AXXA481XH6FKE,102,0
menu providing different buttons to change the settings and to get more information,233,"[2, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[60557, 21573, 44478, 5706, 60360, 1380, 25027, 51748, 57092, 16204, 60624, 40104, 45304, 23123, 71326]",A22TLF121MRXT1,102,1
menu providing different buttons to change the settings and to get more information,233,"[0, 0, 2, 1, 0, 1, 1, 1, 2, 0, 0, 1, 1, 1, 0]","[60557, 21573, 44478, 5706, 60360, 1380, 25027, 51748, 57092, 16204, 60624, 40104, 45304, 23123, 71326]",A1PVNAXKDIW5K6,102,2
daily sport program,220,"[2, 0, 2, 1, 0, 1, 2, 1, 0, 1, 1, 0, 0, 1, 1]","[18948, 42937, 23854, 51475, 35030, 57472, 57889, 6802, 1015, 61612, 46167, 35540, 7138, 46189, 57460]",A1I579KWWA5IEO,85,0
daily sport program,220,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[18948, 42937, 23854, 51475, 35030, 57472, 57889, 6802, 1015, 61612, 46167, 35540, 7138, 46189, 57460]",AFIK3VBMMX6G6,85,1
daily sport program,220,"[1, 1, 1, 1, 2, 0, 1, 1, 1, 0, 0, 2, 0, 1, 0]","[18948, 42937, 23854, 51475, 35030, 57472, 57889, 6802, 1015, 61612, 46167, 35540, 7138, 46189, 57460]",AXXA481XH6FKE,85,2
AN android app,65,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[61871, 55730, 61159, 30147, 13987, 61010, 52193, 52865, 11152, 61163, 66865, 38356, 31937, 50401, 12956]",A22TLF121MRXT1,3,0
AN android app,65,"[2, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0, 2]","[61871, 55730, 61159, 30147, 13987, 61010, 52193, 52865, 11152, 61163, 66865, 38356, 31937, 50401, 12956]",AXXA481XH6FKE,3,1
AN android app,65,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[61871, 55730, 61159, 30147, 13987, 61010, 52193, 52865, 11152, 61163, 66865, 38356, 31937, 50401, 12956]",A20I3A6VWC2T5C,3,2
zone with different area,456,"[2, 1, 0, 0, 0, 2, 2, 0, 2, 0, 1, 1, 1, 1, 1]","[3920, 44100, 20291, 9648, 39266, 30612, 16583, 61694, 10126, 50596, 17526, 61624, 27684, 47470, 25511]",A35AR7EP102IEV,149,0
zone with different area,456,"[1, 0, 1, 0, 1, 0, 1, 0, 2, 2, 1, 1, 0, 0, 0]","[3920, 44100, 20291, 9648, 39266, 30612, 16583, 61694, 10126, 50596, 17526, 61624, 27684, 47470, 25511]",A1PVNAXKDIW5K6,149,1
zone with different area,456,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]","[3920, 44100, 20291, 9648, 39266, 30612, 16583, 61694, 10126, 50596, 17526, 61624, 27684, 47470, 25511]",A2AKNTBRMYZ95S,149,2
cars seller with location button,145,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0]","[13924, 10553, 63601, 32322, 63306, 25664, 13922, 65950, 63599, 36293, 65963, 12865, 8272, 40804, 61236]",A22TLF121MRXT1,75,0
cars seller with location button,145,"[2, 1, 1, 2, 1, 0, 1, 2, 0, 2, 1, 1, 2, 2, 2]","[13924, 10553, 63601, 32322, 63306, 25664, 13922, 65950, 63599, 36293, 65963, 12865, 8272, 40804, 61236]",A35AR7EP102IEV,75,1
cars seller with location button,145,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[13924, 10553, 63601, 32322, 63306, 25664, 13922, 65950, 63599, 36293, 65963, 12865, 8272, 40804, 61236]",AXXA481XH6FKE,75,2
customer complaint service,17,"[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[3453, 2779, 48522, 45328, 48828, 3521, 19154, 2646, 14466, 12072, 31332, 40239, 11090, 25226, 6930]",AXXA481XH6FKE,84,0
customer complaint service,17,"[1, 2, 0, 2, 2, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0]","[3453, 2779, 48522, 45328, 48828, 3521, 19154, 2646, 14466, 12072, 31332, 40239, 11090, 25226, 6930]",ARJ7XWSK0Y8FJ,84,1
customer complaint service,17,"[1, 1, 0, 1, 2, 0, 2, 1, 0, 0, 1, 0, 1, 0, 0]","[3453, 2779, 48522, 45328, 48828, 3521, 19154, 2646, 14466, 12072, 31332, 40239, 11090, 25226, 6930]",AFIK3VBMMX6G6,84,2
login screen with email and password or via facebook or google,194,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2]","[30191, 315, 64548, 23735, 37945, 22253, 32500, 701, 67194, 29606, 7293, 46670, 50472, 5028, 48089]",A22TLF121MRXT1,100,0
login screen with email and password or via facebook or google,194,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2]","[30191, 315, 64548, 23735, 37945, 22253, 32500, 701, 67194, 29606, 7293, 46670, 50472, 5028, 48089]",AXXA481XH6FKE,100,1
login screen with email and password or via facebook or google,194,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2]","[30191, 315, 64548, 23735, 37945, 22253, 32500, 701, 67194, 29606, 7293, 46670, 50472, 5028, 48089]",A2QZ3E3AEY887V,100,2
option screen with user account,155,"[2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15880, 62830, 49344, 58448, 31145, 49338, 31125, 41917, 49335, 6609, 5887, 49334, 2827, 68745, 21880]",A20I3A6VWC2T5C,114,0
option screen with user account,155,"[2, 2, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15880, 62830, 49344, 58448, 31145, 49338, 31125, 41917, 49335, 6609, 5887, 49334, 2827, 68745, 21880]",AXXA481XH6FKE,114,1
option screen with user account,155,"[2, 2, 0, 2, 2, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0]","[15880, 62830, 49344, 58448, 31145, 49338, 31125, 41917, 49335, 6609, 5887, 49334, 2827, 68745, 21880]",A33LIU53SVI55G,114,2
cover page of book with author name,349,"[0, 0, 0, 2, 0, 1, 0, 1, 1, 0, 1, 1, 0, 2, 0]","[47750, 48162, 40834, 6389, 43749, 57123, 34198, 2527, 52610, 38972, 16680, 52612, 32542, 27599, 17390]",A22TLF121MRXT1,81,0
cover page of book with author name,349,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 2, 0]","[47750, 48162, 40834, 6389, 43749, 57123, 34198, 2527, 52610, 38972, 16680, 52612, 32542, 27599, 17390]",AFIK3VBMMX6G6,81,1
cover page of book with author name,349,"[2, 1, 0, 2, 2, 2, 0, 1, 2, 1, 1, 2, 0, 1, 0]","[47750, 48162, 40834, 6389, 43749, 57123, 34198, 2527, 52610, 38972, 16680, 52612, 32542, 27599, 17390]",A15ZDCM9T6FXH3,81,2
create customized emoji,128,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[31028, 6647, 68796, 34545, 15851, 70055, 31021, 32728, 35910, 1041, 15833, 70066, 57129, 66387, 3423]",AXXA481XH6FKE,82,0
