Input.id,Input.query,annotations_list,gui_indexes_list,relevance,occurances
144,short tutorial and instructions for a game with option to go back to previous menu,"[(2, 2, 2), (0, 2, 0), (1, 0, 1), (0, 0, 0), (0, 0, 0), (0, 1, 1), (0, 2, 0), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 1), (0, 0, 0), (0, 0, 0), (1, 0, 1), (0, 0, 0), (0, 1, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 2, 0), (0, 2, 0), (0, 1, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 2), (0, 0, 1), (0, 0, 1), (1, 1, 1)]","[33529, 71255, 48403, 65142, 39192, 8143, 71261, 10672, 42136, 19838, 10681, 5948, 57909, 39196, 5937, 71260, 26853, 5941, 30408, 20422, 57146, 72175, 26854, 58017, 57149, 12228, 50994, 51477, 71256, 28029]","[2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1]","[[0, 0, 3], [2, 0, 1], [1, 2, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [2, 0, 1], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [2, 0, 1], [1, 2, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [2, 1, 0], [0, 3, 0]]"
145,cars seller with location button,"[(2, 2, 2), (1, 2, 1), (0, 0, 0), (0, 0, 0), (1, 1, 2), (0, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (1, 1, 2), (0, 0, 0), (0, 0, 1), (1, 2, 0), (0, 0, 0), (1, 2, 1), (0, 1, 1), (0, 1, 0), (0, 2, 0), (0, 1, 0), (0, 0, 0), (1, 1, 1), (0, 2, 0), (0, 0, 0), (0, 2, 0), (2, 1, 0), (0, 1, 0), (0, 2, 0), (0, 2, 0), (0, 2, 0)]","[30614, 10556, 45098, 15394, 11852, 45100, 27690, 11853, 27685, 27680, 10550, 27682, 8261, 10549, 56787, 13924, 10553, 63601, 32322, 63306, 25664, 13922, 65950, 63599, 36293, 65963, 12865, 8272, 40804, 61236]","[2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0]","[[0, 0, 3], [0, 2, 1], [3, 0, 0], [3, 0, 0], [0, 2, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [0, 2, 1], [3, 0, 0], [2, 1, 0], [1, 1, 1], [3, 0, 0], [0, 2, 1], [1, 2, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [0, 3, 0], [2, 0, 1], [3, 0, 0], [2, 0, 1], [1, 1, 1], [2, 1, 0], [2, 0, 1], [2, 0, 1], [2, 0, 1]]"
149,Spanish news with figuers and search option,"[(2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 0), (0, 0, 0)]","[58638, 21463, 19704, 58974, 21948, 19707, 32229, 21949, 34569, 25018, 21946, 67673, 59619, 4661, 49336, 17475, 4668, 49332, 21947, 4645, 49344, 26078, 11569, 49338, 47655, 4656, 49335, 30071, 11580, 49334]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0, 0, 3], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0]]"
152,directory for saving contact information of various establishments,"[(2, 2, 1), (1, 0, 0), (1, 0, 0), (1, 0, 1), (2, 0, 0), (2, 0, 1), (2, 1, 1), (1, 0, 0), (1, 0, 1), (0, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 2), (1, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 1), (0, 1, 2), (0, 0, 1), (0, 0, 1), (0, 2, 1), (0, 0, 2), (0, 0, 1), (0, 2, 0), (0, 0, 2), (0, 1, 1), (0, 1, 1), (0, 0, 2), (1, 1, 1), (0, 0, 1)]","[61559, 30980, 33303, 48955, 22600, 29382, 48948, 60425, 907, 35661, 19048, 25982, 67334, 36704, 55708, 41333, 42402, 908, 21336, 68999, 66228, 38051, 42407, 46777, 16295, 64931, 11921, 47400, 46697, 29376]","[2, 0, 0, 1, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[[0, 1, 2], [2, 1, 0], [2, 1, 0], [1, 2, 0], [2, 0, 1], [1, 1, 1], [0, 2, 1], [2, 1, 0], [1, 2, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [1, 1, 1], [2, 1, 0], [2, 1, 0], [1, 1, 1], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 0, 1], [1, 2, 0], [1, 2, 0], [2, 0, 1], [0, 3, 0], [2, 1, 0]]"
155,option screen with user account,"[(2, 1, 2), (0, 1, 0), (0, 0, 1), (0, 0, 2), (0, 2, 2), (0, 0, 1), (0, 1, 2), (0, 2, 1), (0, 0, 1), (0, 0, 1), (0, 2, 2), (0, 0, 2), (0, 0, 1), (0, 2, 0), (0, 0, 1), (2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 2, 2), (2, 1, 2), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 1), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0)]","[59841, 22528, 19704, 67673, 37088, 34569, 19707, 41916, 38513, 29823, 62828, 49336, 58777, 6139, 49332, 15880, 62830, 49344, 58448, 31145, 49338, 31125, 41917, 49335, 6609, 5887, 49334, 2827, 68745, 21880]","[2, 0, 0, 0, 2, 0, 3, 3, 0, 0, 2, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0, 1, 2], [2, 1, 0], [2, 1, 0], [2, 0, 1], [1, 0, 2], [2, 1, 0], [1, 1, 1], [1, 1, 1], [2, 1, 0], [2, 1, 0], [1, 0, 2], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [0, 0, 3], [0, 0, 3], [3, 0, 0], [0, 0, 3], [0, 1, 2], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0]]"
156,"Read Qur‘an, Last read history, search specific parts,prayer time,settings","[(2, 2, 2), (0, 0, 1), (0, 0, 1), (0, 0, 2), (2, 0, 0), (0, 0, 1), (0, 0, 2), (0, 0, 1), (0, 0, 1), (0, 0, 1), (0, 0, 0), (1, 0, 2), (0, 0, 1), (0, 0, 2), (1, 0, 1), (0, 1, 2), (0, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 1), (0, 0, 2), (0, 1, 0), (0, 0, 1), (0, 2, 2), (0, 0, 0), (0, 0, 2), (0, 2, 0), (0, 0, 1), (0, 0, 0), (0, 1, 0)]","[8904, 25637, 40161, 40171, 8909, 40164, 36505, 11812, 46050, 8903, 25632, 40166, 53671, 69844, 46051, 34380, 23219, 26154, 15376, 49616, 20707, 15378, 49619, 20708, 72062, 44170, 46254, 547, 64528, 5917]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]","[[0, 0, 3], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [2, 0, 1], [1, 2, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [1, 0, 2], [3, 0, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [3, 0, 0], [2, 1, 0]]"
164,Overview over own accounts and the amount of money on them,"[(2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 1, 1), (2, 1, 2), (0, 0, 0), (2, 0, 1), (2, 0, 0), (0, 0, 0), (1, 0, 0), (2, 1, 0), (0, 0, 0), (1, 1, 0), (0, 0, 0), (0, 0, 0), (2, 2, 2), (1, 1, 0), (0, 0, 0), (2, 2, 2), (2, 0, 0), (1, 0, 0), (1, 0, 0), (2, 2, 0), (2, 1, 0), (1, 2, 0), (2, 2, 0), (1, 1, 0), (2, 2, 0), (2, 0, 0), (0, 0, 0)]","[13111, 31133, 8522, 27544, 16817, 55542, 38960, 2180, 10428, 42283, 2184, 55540, 34834, 13353, 5907, 43707, 53604, 25989, 24648, 70291, 44253, 16825, 49408, 20907, 24649, 31134, 10278, 27547, 44120, 48754]","[2, 2, 0, 1, 2, 0, 3, 0, 0, 0, 3, 0, 1, 0, 0, 2, 1, 0, 2, 0, 0, 0, 2, 3, 3, 2, 1, 2, 0, 0]","[[0, 0, 3], [0, 0, 3], [3, 0, 0], [0, 2, 1], [0, 1, 2], [3, 0, 0], [1, 1, 1], [2, 0, 1], [3, 0, 0], [2, 1, 0], [1, 1, 1], [3, 0, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [0, 0, 3], [1, 2, 0], [3, 0, 0], [0, 0, 3], [2, 0, 1], [2, 1, 0], [2, 1, 0], [1, 0, 2], [1, 1, 1], [1, 1, 1], [1, 0, 2], [1, 2, 0], [1, 0, 2], [2, 0, 1], [3, 0, 0]]"
168,"Expandable List item and Bottom Nav bar with Live, history, Stat, Check No. and More Items","[(2, 2, 1), (0, 1, 2), (0, 1, 2), (0, 1, 0), (0, 1, 1), (0, 0, 2), (0, 1, 2), (0, 1, 2), (0, 0, 0), (0, 0, 0), (0, 1, 2), (0, 1, 0), (0, 0, 1), (0, 1, 2), (0, 0, 2), (2, 1, 0), (2, 1, 0), (0, 0, 2), (2, 1, 0), (0, 0, 2), (1, 0, 0), (2, 1, 0), (2, 1, 0), (0, 0, 0), (2, 1, 0), (2, 1, 0), (1, 0, 0), (2, 1, 0), (2, 1, 0), (1, 1, 1)]","[26913, 71973, 39561, 57289, 25280, 67017, 66142, 66671, 57276, 57280, 58855, 6005, 65240, 39861, 10746, 39563, 12215, 11346, 39551, 26915, 57274, 54259, 56151, 8748, 12265, 49543, 49538, 54249, 71608, 22727]","[2, 3, 3, 0, 1, 0, 3, 3, 0, 0, 3, 0, 0, 3, 0, 3, 3, 0, 3, 0, 0, 3, 3, 0, 3, 3, 0, 3, 3, 1]","[[0, 1, 2], [1, 1, 1], [1, 1, 1], [2, 1, 0], [1, 2, 0], [2, 0, 1], [1, 1, 1], [1, 1, 1], [3, 0, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [2, 1, 0], [1, 1, 1], [2, 0, 1], [1, 1, 1], [1, 1, 1], [2, 0, 1], [1, 1, 1], [2, 0, 1], [2, 1, 0], [1, 1, 1], [1, 1, 1], [3, 0, 0], [1, 1, 1], [1, 1, 1], [2, 1, 0], [1, 1, 1], [1, 1, 1], [0, 3, 0]]"
172,find your current location,"[(1, 1, 0), (2, 0, 0), (2, 2, 0), (2, 0, 0), (1, 0, 0), (1, 1, 0), (2, 2, 0), (1, 1, 0), (2, 1, 0), (2, 0, 0), (0, 0, 2), (0, 0, 0), (1, 0, 0), (1, 0, 0), (2, 0, 1), (2, 2, 2), (2, 2, 2), (0, 0, 0), (0, 0, 1), (0, 1, 1), (2, 2, 2), (1, 1, 1), (2, 2, 2), (1, 2, 2), (1, 2, 2), (1, 2, 2), (1, 2, 2), (2, 2, 1), (1, 2, 2), (1, 0, 0)]","[42138, 67379, 57775, 62521, 66356, 28541, 22008, 20317, 49233, 62457, 27469, 70543, 8706, 36305, 57777, 32832, 3739, 66927, 40679, 20962, 16129, 43245, 24591, 49229, 12036, 51735, 37281, 48309, 51730, 28770]","[1, 0, 2, 0, 0, 1, 2, 1, 3, 0, 0, 0, 0, 0, 3, 2, 2, 0, 0, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 0]","[[1, 2, 0], [2, 0, 1], [1, 0, 2], [2, 0, 1], [2, 1, 0], [1, 2, 0], [1, 0, 2], [1, 2, 0], [1, 1, 1], [2, 0, 1], [2, 0, 1], [3, 0, 0], [2, 1, 0], [2, 1, 0], [1, 1, 1], [0, 0, 3], [0, 0, 3], [3, 0, 0], [2, 1, 0], [1, 2, 0], [0, 0, 3], [0, 3, 0], [0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 1, 2], [2, 1, 0]]"
177,arabican news overview with articles,"[(2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 1), (0, 1, 0), (2, 1, 0), (0, 0, 0), (1, 1, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 1, 0), (1, 1, 0)]","[52520, 22059, 8522, 27544, 68523, 55542, 48754, 52513, 10428, 67984, 68520, 55540, 44253, 36615, 5907, 25989, 22381, 10777, 10809, 36610, 8214, 9553, 36594, 44256, 34318, 36559, 12033, 10803, 26779, 48736]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[[0, 0, 3], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [2, 1, 0], [1, 1, 1], [3, 0, 0], [1, 2, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0]]"
179,"tourist app, discover world places, countries and cities","[(1, 2, 2), (2, 2, 2), (0, 0, 0), (1, 1, 2), (1, 1, 2), (2, 1, 0), (1, 2, 1), (2, 1, 1), (1, 0, 0), (2, 1, 2), (1, 1, 1), (0, 0, 0), (0, 1, 0), (0, 1, 0), (2, 1, 0), (1, 0, 0), (0, 2, 1), (1, 0, 0), (2, 0, 1), (1, 1, 0), (1, 0, 0), (1, 0, 0), (2, 1, 0), (1, 0, 0), (2, 0, 0), (1, 0, 0), (0, 0, 0), (1, 0, 0), (2, 0, 1), (0, 0, 0)]","[5728, 21671, 46531, 35839, 26253, 63273, 9717, 26245, 5729, 9718, 26257, 2794, 53349, 44295, 54071, 54556, 56265, 66553, 35849, 19259, 62895, 54548, 10196, 66552, 54555, 14594, 10215, 40902, 54072, 20147]","[2, 2, 0, 1, 1, 3, 1, 1, 0, 2, 1, 0, 0, 0, 3, 0, 3, 0, 3, 1, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0]","[[0, 1, 2], [0, 0, 3], [3, 0, 0], [0, 2, 1], [0, 2, 1], [1, 1, 1], [0, 2, 1], [0, 2, 1], [2, 1, 0], [0, 1, 2], [0, 3, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [1, 1, 1], [2, 1, 0], [1, 1, 1], [2, 1, 0], [1, 1, 1], [1, 2, 0], [2, 1, 0], [2, 1, 0], [1, 1, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [2, 1, 0], [1, 1, 1], [3, 0, 0]]"
187,File explorer with recently accessed image files sorted chronologically,"[(1, 2, 2), (1, 0, 0), (2, 0, 0), (1, 0, 0), (2, 0, 0), (2, 0, 0), (1, 0, 0), (2, 0, 0), (2, 0, 0), (2, 0, 0), (1, 0, 0), (1, 0, 0), (1, 0, 0), (2, 0, 0), (1, 0, 0), (1, 0, 0), (2, 0, 1), (0, 0, 0), (1, 1, 1), (0, 2, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (2, 0, 1), (0, 2, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0)]","[52282, 18786, 54839, 5634, 24563, 47520, 27857, 15908, 54836, 55080, 38026, 54739, 48733, 60738, 47515, 54738, 64858, 17087, 18782, 8855, 17083, 51541, 47058, 18784, 67971, 8853, 18781, 25311, 47059, 23988]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]","[[0, 1, 2], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 0, 1], [2, 0, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [1, 1, 1], [3, 0, 0], [0, 3, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [1, 1, 1], [2, 0, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0]]"
190,trending page,"[(2, 2, 0), (0, 1, 0), (1, 2, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (1, 2, 2), (0, 1, 0), (0, 0, 1), (0, 2, 0), (1, 2, 2), (1, 2, 1), (2, 0, 0), (0, 1, 0), (0, 0, 0), (2, 1, 2), (0, 2, 1), (0, 1, 0), (2, 1, 2), (0, 2, 0), (2, 0, 2), (0, 1, 1), (0, 2, 1), (0, 1, 0), (0, 2, 2), (1, 2, 0), (2, 1, 1), (0, 2, 0), (1, 2, 0), (1, 1, 0)]","[59599, 41406, 50095, 55713, 43752, 65007, 29783, 33055, 13923, 55715, 41402, 43663, 13879, 33043, 65015, 13880, 29710, 9161, 38911, 40125, 48240, 62118, 36458, 9154, 37681, 41400, 44708, 37665, 41401, 2131]","[2, 0, 3, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 0, 2, 3, 0, 2, 0, 2, 1, 3, 0, 2, 3, 1, 0, 3, 1]","[[1, 0, 2], [2, 1, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0], [0, 1, 2], [2, 1, 0], [2, 1, 0], [2, 0, 1], [0, 1, 2], [0, 2, 1], [2, 0, 1], [2, 1, 0], [3, 0, 0], [0, 1, 2], [1, 1, 1], [2, 1, 0], [0, 1, 2], [2, 0, 1], [1, 0, 2], [1, 2, 0], [1, 1, 1], [2, 1, 0], [1, 0, 2], [1, 1, 1], [0, 2, 1], [2, 0, 1], [1, 1, 1], [1, 2, 0]]"
191,Product listing with main filter,"[(0, 0, 0), (2, 0, 2), (2, 0, 2), (0, 0, 0), (2, 0, 2), (0, 1, 1), (1, 0, 1), (2, 0, 1), (1, 0, 1), (2, 2, 1), (1, 2, 1), (1, 1, 1), (0, 0, 0), (0, 0, 0), (2, 1, 1), (2, 2, 1), (1, 1, 2), (0, 1, 1), (0, 0, 1), (0, 0, 1), (2, 2, 1), (0, 0, 1), (1, 1, 2), (0, 1, 1), (0, 2, 1), (1, 1, 2), (0, 1, 1), (0, 0, 0), (1, 1, 2), (0, 1, 1)]","[28092, 4243, 4238, 67583, 71125, 69273, 63630, 21045, 63633, 24219, 21049, 69254, 67579, 4241, 69267, 32426, 69328, 69258, 24220, 71129, 32422, 51324, 24214, 69265, 65920, 7605, 69261, 20638, 7613, 69278]","[0, 2, 2, 0, 2, 1, 1, 3, 1, 2, 1, 1, 0, 0, 1, 2, 1, 1, 0, 0, 2, 0, 1, 1, 3, 1, 1, 0, 1, 1]","[[3, 0, 0], [1, 0, 2], [1, 0, 2], [3, 0, 0], [1, 0, 2], [1, 2, 0], [1, 2, 0], [1, 1, 1], [1, 2, 0], [0, 1, 2], [0, 2, 1], [0, 3, 0], [3, 0, 0], [3, 0, 0], [0, 2, 1], [0, 1, 2], [0, 2, 1], [1, 2, 0], [2, 1, 0], [2, 1, 0], [0, 1, 2], [2, 1, 0], [0, 2, 1], [1, 2, 0], [1, 1, 1], [0, 2, 1], [1, 2, 0], [3, 0, 0], [0, 2, 1], [1, 2, 0]]"
192,headlines tody,"[(1, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (2, 0, 1), (2, 0, 1), (2, 0, 1), (2, 0, 2), (0, 0, 0), (2, 0, 1), (2, 1, 0), (2, 0, 0), (2, 0, 2), (2, 0, 2), (2, 0, 2), (2, 0, 2), (2, 0, 2), (2, 0, 1), (2, 0, 2)]","[25862, 58168, 15959, 65391, 39484, 7270, 49577, 51159, 65397, 54133, 63435, 7269, 26931, 29800, 39482, 64127, 41747, 53212, 64316, 16846, 40963, 64120, 57080, 23908, 10033, 53208, 61561, 26933, 58346, 69983]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 3, 3, 2, 0, 3, 3, 0, 2, 2, 2, 2, 2, 3, 2]","[[0, 1, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, 2], [3, 0, 0], [1, 1, 1], [1, 1, 1], [2, 0, 1], [1, 0, 2], [1, 0, 2], [1, 0, 2], [1, 0, 2], [1, 0, 2], [1, 1, 1], [1, 0, 2]]"
192,side panel with share and settings,"[(2, 2, 2), (0, 1, 0), (0, 0, 1), (2, 1, 2), (0, 0, 0), (0, 0, 1), (0, 0, 1), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 1, 1), (0, 0, 0), (0, 0, 0), (0, 0, 1), (2, 1, 2), (1, 1, 2), (1, 0, 2), (0, 0, 0), (0, 0, 0), (1, 0, 2), (1, 0, 2), (1, 0, 0), (1, 0, 2), (0, 1, 1), (2, 0, 2), (2, 0, 2), (0, 0, 2), (0, 0, 0), (1, 0, 2)]","[64805, 16246, 5803, 50505, 16250, 69142, 69146, 16247, 68962, 8684, 16249, 58148, 4825, 16242, 39596, 50471, 16244, 58146, 67254, 16253, 39600, 52733, 16243, 39603, 53871, 23934, 18042, 62857, 16251, 18891]","[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 3, 0, 0, 3, 3, 0, 3, 1, 2, 2, 0, 0, 3]","[[0, 0, 3], [2, 1, 0], [2, 1, 0], [0, 1, 2], [3, 0, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [0, 1, 2], [0, 2, 1], [1, 1, 1], [3, 0, 0], [3, 0, 0], [1, 1, 1], [1, 1, 1], [2, 1, 0], [1, 1, 1], [1, 2, 0], [1, 0, 2], [1, 0, 2], [2, 0, 1], [3, 0, 0], [1, 1, 1]]"
194,login screen with email and password or via facebook or google,"[(2, 2, 2), (2, 2, 2), (2, 2, 2), (1, 1, 2), (2, 1, 2), (1, 1, 2), (1, 1, 2), (1, 2, 2), (1, 2, 2), (2, 1, 2), (1, 2, 2), (1, 1, 2), (2, 1, 2), (1, 2, 2), (1, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (0, 1, 1), (2, 2, 2)]","[34164, 45861, 65080, 4305, 36857, 38443, 5490, 51279, 49815, 49245, 40459, 54590, 49238, 41554, 10894, 30191, 315, 64548, 23735, 37945, 22253, 32500, 701, 67194, 29606, 7293, 46670, 50472, 5028, 48089]","[2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2]","[[0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 2, 1], [0, 1, 2], [0, 2, 1], [0, 2, 1], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 2, 1], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [1, 2, 0], [0, 0, 3]]"
