query,gui_indexes,relevance
fun,"[17201, 4290, 39889, 5867, 53107, 17837, 60230, 15180, 36752, 15175, 53100, 50211, 5566, 4294, 42220, 47383, 4292, 42217, 2396, 5589, 54701, 21566, 36935, 67381, 69471, 28749, 39878, 48809, 20597, 49828]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 1, 0, 0, 0, 3, 0, 3, 1, 0, 0, 0, 0]"
video review with send as message button,"[44177, 63601, 63599, 4118, 70004, 26697, 70001, 26688, 70007, 19931, 26694, 69992, 16635, 55732, 40724, 26578, 55738, 26689, 46393, 55739, 40742, 27787, 55743, 69990, 19930, 55734, 26692, 62476, 26693, 43498]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 3, 3, 0, 3, 3, 0, 3, 0]"
Chinese emergency words in English,"[27561, 61338, 61344, 6177, 27562, 17686, 14786, 30056, 30057, 28481, 44907, 53400, 33519, 69873, 27413, 3269, 35602, 18467, 53829, 35168, 27410, 65231, 35175, 51295, 69660, 22326, 61340, 39799, 44910, 61318]","[3, 0, 0, 1, 2, 1, 0, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0]"
Details listed with all the Major Satellites,"[42375, 13884, 24956, 8024, 47227, 15605, 42370, 5959, 42371, 66, 53039, 2585, 24952, 53040, 21877, 24927, 10806, 5409, 75, 53048, 20850, 49586, 53052, 49259, 50600, 47607, 64846, 67230, 9470, 2584]","[1, 3, 0, 1, 0, 0, 3, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Site showing papers with Title, Release date, advisory ID, and Summary","[41528, 1574, 9754, 20701, 41645, 9747, 42949, 51068, 59094, 3383, 64922, 57102, 7684, 6849, 29068, 52316, 41469, 3918, 43257, 30839, 9748, 24724, 4858, 39980, 33217, 26301, 39983, 545, 49303, 39982]","[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
translation from chinese to english with favorites word storage,"[35168, 16356, 14569, 6177, 14567, 25318, 28481, 14573, 33942, 2975, 7126, 63971, 8966, 4455, 63973, 31190, 14568, 35988, 35619, 14572, 39007, 39799, 16369, 26142, 4390, 35175, 48413, 5586, 16372, 35614]","[3, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 3, 1, 0, 0, 1, 0, 0, 2, 0, 1, 2, 0, 1, 2, 1]"
moblie locking apps,"[19109, 41670, 12081, 62974, 55175, 49454, 62986, 59073, 34514, 50948, 59077, 71321, 24153, 61538, 32775, 15583, 37257, 50417, 19863, 18786, 63863, 1415, 59085, 47233, 13996, 27651, 18741, 47895, 63861, 23447]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
search job locations in desired place,"[38323, 53062, 35958, 67030, 34346, 43323, 35951, 53063, 35949, 67029, 67032, 10748, 67044, 67046, 35956, 67048, 67038, 60781, 67037, 18886, 30809, 67033, 24624, 43558, 67042, 48679, 10610, 67049, 10755, 173]","[2, 2, 2, 3, 3, 3, 3, 1, 2, 2, 2, 2, 2, 2, 3, 0, 1, 3, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 1, 0]"
search bar with audio upload feature,"[33471, 29063, 66226, 20933, 55581, 66227, 20927, 447, 66229, 13455, 56594, 22181, 20931, 22335, 22182, 62871, 28635, 66994, 187, 28636, 59105, 56686, 56593, 66993, 4287, 14581, 66984, 38024, 5437, 49520]","[0, 0, 3, 3, 0, 1, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
select location,"[69822, 62430, 42717, 11838, 47609, 43962, 58885, 44635, 34174, 38311, 68856, 35314, 34314, 37976, 32505, 1549, 6843, 19978, 34928, 41371, 50626, 17341, 48546, 51084, 66445, 38703, 45408, 17342, 2363, 43184]","[2, 2, 0, 2, 3, 0, 1, 0, 0, 2, 2, 0, 2, 3, 0, 2, 2, 0, 2, 1, 2, 2, 3, 2, 2, 1, 3, 2, 2, 3]"
Wildlife NEWS overview with video and text,"[13880, 67977, 8522, 67782, 29934, 55542, 63040, 55303, 10428, 27544, 12363, 55540, 44253, 19082, 5907, 42949, 15884, 25989, 44256, 32789, 48754, 9175, 70387, 9553, 42955, 56002, 48736, 42941, 40473, 16808]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Sign in with Twitter-allows Twitter users to enjoy the benefits of a registered user account,"[66815, 4309, 47312, 42837, 38525, 45552, 6603, 71295, 52511, 45373, 8563, 52506, 58447, 7667, 52986, 23206, 17193, 31019, 17287, 71518, 18089, 35432, 60390, 8902, 5065, 23436, 52914, 66910, 69013, 45557]","[3, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 2]"
latest keypad themes,"[21480, 42980, 54715, 43322, 20858, 3441, 12738, 18565, 12740, 4625, 41268, 41266, 62582, 70112, 34258, 35658, 8976, 32389, 16918, 8975, 8986, 36935, 3432, 32383, 5589, 8977, 32384, 2396, 43310, 42923]","[2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 1, 0, 2, 1, 0, 1, 3, 0, 1, 3, 0, 3, 0]"
page contaion the current and saved location,"[58357, 52470, 30041, 51326, 49097, 65207, 65199, 21684, 70406, 64982, 67073, 70417, 56462, 27469, 64992, 65198, 33481, 57775, 39001, 43927, 65007, 10668, 32437, 840, 38400, 28931, 25846, 62134, 20962, 28541]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
elementary podcast British council,"[58308, 7544, 64410, 38803, 64407, 38797, 38792, 23339, 37187, 66266, 38791, 37190, 36502, 3565, 37188, 61462, 38804, 37195, 27472, 26372, 37194, 27471, 38801, 30013, 8767, 38789, 29986, 29980, 3555, 38243]","[2, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
Introductory message for startup,"[52920, 39909, 10942, 36266, 11963, 5817, 35292, 16916, 57081, 37383, 55905, 22114, 37387, 53791, 33411, 37378, 55912, 34308, 37390, 22442, 34307, 72175, 16345, 1628, 37380, 55895, 22111, 56280, 8734, 15962]","[2, 3, 2, 3, 0, 2, 2, 1, 0, 1, 1, 0, 0, 0, 0, 2, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]"
Inbox design and themes,"[12059, 24564, 34258, 30774, 44006, 30754, 28238, 36406, 28274, 32325, 49028, 42923, 66721, 36715, 36412, 10194, 2009, 10869, 10205, 23075, 65449, 32306, 3343, 25845, 26712, 17249, 36323, 26710, 55207, 58861]","[0, 1, 0, 2, 3, 2, 0, 0, 2, 2, 0, 0, 2, 0, 0, 1, 1, 3, 1, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
playlists overview with favorites and playlistis names,"[44035, 19104, 69441, 66163, 23636, 8522, 17623, 5676, 55542, 30630, 19085, 10428, 17621, 23644, 55540, 30635, 5683, 27544, 30633, 29618, 5907, 58693, 23631, 25989, 65682, 21100, 44253, 52900, 21095, 48754]","[2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
screen with different measurements of a women's picture,"[66134, 30115, 54765, 271, 4694, 69105, 2681, 4698, 44847, 36674, 67659, 618, 2678, 44189, 5873, 33988, 12421, 38591, 2686, 12424, 54764, 30447, 16959, 46286, 31025, 28810, 3328, 42370, 14985, 66136]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
dropdown for country and text box for contact number with number only keyboard,"[33194, 16395, 20776, 26453, 63535, 32634, 32633, 43406, 67198, 19767, 54578, 67201, 27553, 42573, 44049, 28246, 29668, 70516, 35658, 63960, 71885, 43040, 8630, 70518, 28243, 46855, 6059, 12738, 67049, 33193]","[3, 3, 2, 3, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
see game history,"[56089, 60051, 68666, 8147, 60064, 1851, 8149, 15603, 15609, 8150, 8137, 36526, 8139, 31910, 70277, 28029, 8133, 51965, 60048, 14887, 36871, 8143, 32015, 7687, 51978, 69195, 4258, 8134, 12278, 128]","[2, 0, 0, 3, 0, 0, 3, 3, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 1, 0, 1, 2, 1]"
Trivago-Threats of pandemic and climate change an 'opportunity' to enhance local travel,"[33084, 51881, 31390, 30099, 56158, 37266, 53799, 42925, 21922, 63143, 40104, 47837, 56168, 56106, 61594, 30863, 16162, 44782, 49527, 16161, 44785, 21013, 72070, 38142, 32225, 16160, 47802, 60254, 16159, 44791]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
login screen,"[43412, 18830, 69548, 6309, 3758, 141, 6364, 52932, 20071, 31776, 59208, 42005, 30102, 18832, 39998, 16241, 14615, 29481, 35225, 26827, 47741, 140, 50487, 71940, 22542, 21042, 65903, 15939, 38655, 1552]","[2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2]"
start screen,"[39774, 3758, 60573, 45674, 52932, 28368, 64142, 22520, 35798, 26827, 43943, 54359, 17743, 47317, 6686, 45676, 19087, 13103, 2314, 57338, 13114, 2317, 59618, 18143, 50477, 62837, 39040, 8734, 53696, 56805]","[0, 3, 2, 0, 1, 2, 2, 0, 2, 2, 3, 2, 1, 2, 0, 2, 3, 2, 1, 2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2]"
Forum app to meet people and join discussions,"[70594, 31768, 24101, 12266, 48507, 24100, 38233, 2313, 24096, 1561, 2312, 1572, 69519, 2318, 14548, 12206, 12289, 13867, 47918, 5958, 13866, 42828, 13864, 13858, 42832, 28008, 13857, 54335, 42067, 23952]","[0, 2, 1, 1, 0, 3, 0, 0, 3, 1, 0, 0, 1, 0, 2, 0, 2, 2, 2, 0, 1, 0, 0, 1, 0, 3, 3, 3, 2, 3]"
"Setting of notification with label, time, when and days","[22867, 60660, 58560, 51263, 36176, 54841, 65308, 37550, 52329, 65302, 35074, 51276, 24478, 37808, 36177, 71513, 53969, 68160, 49449, 4847, 36181, 54057, 53970, 43706, 15362, 37807, 37135, 7866, 49496, 20541]","[2, 1, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 2, 1, 0, 3, 1, 1, 0, 1, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"Start screen of a photo editing program with buttons like your photos, use camera, from facebook and cool photos","[50679, 50681, 33536, 10202, 50677, 16530, 10210, 53537, 33550, 27619, 40896, 20927, 36667, 1547, 24580, 10107, 1543, 66652, 5370, 63251, 66653, 13455, 27855, 1091, 71583, 15066, 27608, 8884, 27861, 64602]","[2, 2, 1, 0, 2, 1, 0, 0, 1, 3, 1, 1, 0, 1, 0, 2, 0, 0, 2, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0]"
Searching Engine with search bar for phrases starting with How to,"[26423, 24786, 18252, 65470, 12968, 55433, 2703, 40970, 18256, 38326, 6371, 55690, 10600, 18251, 31781, 60217, 12744, 64421, 36425, 65467, 26139, 60642, 32767, 65275, 12448, 43245, 14191, 12274, 63226, 45543]","[2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0]"
Weather app,"[36651, 58293, 19805, 50636, 20581, 68875, 22854, 37286, 66455, 66586, 32452, 41747, 58510, 55617, 63435, 70428, 57771, 29800, 10685, 53657, 57080, 66596, 9828, 16846, 52326, 45822, 41740, 14236, 50612, 68258]","[2, 2, 0, 2, 0, 2, 2, 2, 2, 0, 0, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 1, 2, 2, 1, 2]"
Find a barber,"[71571, 47495, 65461, 34290, 45791, 66927, 60450, 71574, 38939, 20494, 71573, 1227, 2847, 71575, 1224, 20497, 71572, 45287, 2852, 261, 30275, 60456, 20503, 40793, 7897, 47492, 65456, 62393, 45793, 62390]","[2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
Good restaurants for Valentine's day,"[60496, 60490, 3771, 3764, 56678, 42034, 31899, 60489, 48955, 60493, 24554, 48948, 20765, 43530, 42039, 31902, 52604, 3767, 3885, 58891, 42038, 7895, 51771, 39828, 7882, 47583, 39820, 7872, 3769, 39822]","[2, 0, 0, 0, 0, 1, 1, 3, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
T20 Cricket Live Chat,"[61947, 13598, 45418, 9604, 32590, 24119, 45417, 55033, 24123, 7903, 64148, 68422, 7912, 64146, 59099, 51475, 10564, 50485, 54913, 10580, 26951, 57469, 20310, 15461, 55444, 24124, 28867, 40792, 26815, 3436]","[2, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0]"
"Search a flight by providing the provenance, destination, number of ways, date you intend to travel and the class","[387, 10978, 28796, 36207, 66998, 57686, 57685, 47972, 15367, 49683, 7008, 9718, 36091, 67241, 9740, 54548, 39809, 54865, 2208, 18835, 3040, 9717, 18828, 9716, 19324, 67237, 14902, 60736, 67245, 14899]","[2, 2, 2, 2, 2, 2, 0, 1, 0, 3, 2, 0, 1, 2, 2, 1, 0, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1]"
privacy policy aceptacion,"[2076, 42361, 68681, 48989, 66512, 56471, 17720, 3525, 44388, 24278, 11824, 37511, 68749, 7049, 60480, 17719, 58620, 20727, 17729, 6268, 57359, 8707, 61078, 5711, 5458, 9047, 65882, 54297, 3023, 40617]","[2, 1, 1, 3, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 0, 1, 2, 1, 1, 1, 2, 3, 2, 0, 1, 1, 1, 1, 2, 2]"
Map app with the ability of sharing the location with different social media applications,"[40412, 56053, 62888, 65148, 10760, 50410, 47400, 34700, 57917, 9244, 23149, 55986, 11807, 65304, 64159, 56042, 21678, 65475, 41333, 21683, 36879, 9243, 63863, 65481, 61110, 64150, 2757, 24891, 32773, 24472]","[2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
loading page of happy hours,"[26963, 26964, 26962, 26961, 26965, 44001, 43751, 32311, 19447, 47448, 62260, 22942, 1483, 21545, 10095, 8183, 2412, 37486, 13149, 71265, 43181, 64337, 43758, 2541, 21232, 43756, 1894, 55653, 40093, 7424]","[2, 1, 1, 1, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0]"
"search bar with results in Science, Textbook Solutions and Online Tuition","[42111, 26314, 58433, 42100, 58439, 42434, 61910, 9963, 42466, 9954, 9965, 42455, 9434, 60206, 42462, 1134, 36467, 42463, 38031, 71639, 42453, 38040, 71646, 42450, 61462, 26318, 14553, 51862, 6305, 61555]","[3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
table with information about controls on foot,"[60323, 52847, 11194, 14296, 29890, 71977, 66978, 34621, 12213, 53085, 34606, 8235, 19602, 28765, 65727, 48488, 8991, 30577, 39871, 28764, 18440, 43505, 3436, 67360, 49808, 25500, 19837, 43504, 49703, 19833]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 3, 0]"
Listing the items with attractive images,"[9267, 69280, 67583, 51324, 69254, 69273, 67579, 4243, 69267, 4238, 69257, 63630, 26133, 40947, 69258, 26127, 69275, 63633, 64996, 69265, 69261, 16893, 69278, 69277, 64989, 69260, 40943, 69274, 69255, 24220]","[2, 2, 1, 3, 2, 2, 0, 2, 2, 2, 2, 1, 0, 1, 2, 0, 0, 2, 0, 2, 2, 0, 2, 2, 2, 2, 0, 0, 1, 2]"
Settings with regionbnews,"[49255, 9236, 9231, 48984, 58835, 1380, 33395, 1354, 13555, 36132, 23768, 51265, 39378, 41183, 9222, 18967, 9221, 9224, 2669, 67382, 9241, 9230, 22638, 9229, 54070, 23467, 43302, 56259, 45323, 24757]","[2, 3, 3, 0, 0, 3, 0, 3, 0, 1, 0, 0, 0, 1, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 2, 0, 1, 0]"
Advert for weather reporting,"[43850, 64300, 64301, 64299, 64295, 64304, 64302, 64296, 20528, 69770, 8496, 64901, 46768, 25857, 69782, 64896, 30233, 46492, 14855, 64298, 29328, 68871, 64889, 67620, 68882, 56037, 67252, 3483, 28693, 52738]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
how can i find the best personal servises,"[56562, 15665, 49365, 32392, 51846, 2783, 38516, 20173, 57264, 24523, 4225, 33326, 49187, 51838, 33329, 3308, 34733, 66927, 39324, 49523, 12040, 5566, 52167, 38939, 28566, 42488, 27282, 63506, 28293, 33338]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Invitation with share link,"[46292, 64876, 58008, 9647, 9644, 42257, 64871, 62509, 2221, 43840, 54382, 28220, 8933, 9649, 42267, 54428, 622, 2218, 2309, 38601, 2219, 51594, 38596, 28224, 9641, 71772, 29911, 57577, 62831, 29913]","[2, 2, 0, 2, 2, 0, 1, 3, 0, 0, 0, 0, 2, 2, 1, 2, 2, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
Yalla shoot app,"[54720, 146, 155, 9810, 145, 151, 40821, 147, 157, 20879, 16247, 64422, 44745, 148, 16242, 662, 16244, 159, 64608, 163, 11152, 25138, 161, 67998, 25141, 16254, 19583, 21297, 16245, 64150]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Navigation and settings panel,"[4895, 12977, 52616, 65774, 67417, 22112, 70759, 26015, 22110, 42526, 49306, 71117, 66147, 26303, 4856, 16047, 22115, 45587, 58969, 15541, 22113, 66149, 8594, 3868, 16050, 63929, 28883, 57271, 30845, 24716]","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 2, 0, 0, 0, 3, 2, 0, 0, 3, 2, 2]"
ingredients of crust less breakfast,"[7928, 26623, 59843, 7926, 44460, 45964, 10369, 12436, 29122, 44458, 43420, 59824, 59826, 37114, 17372, 42424, 43423, 30134, 19817, 60975, 23371, 25185, 922, 46516, 60973, 67331, 7927, 919, 10072, 14280]","[2, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 3, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 0, 0]"
rent a car,"[32444, 24465, 32248, 42621, 24466, 11854, 58009, 10990, 11855, 57996, 24459, 8273, 36056, 68630, 8261, 3260, 24460, 48087, 3255, 63125, 19643, 58003, 10982, 15574, 71429, 29337, 8272, 37095, 24458, 8262]","[3, 2, 0, 3, 2, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 1, 2, 1, 0, 1, 1]"
"DealNews application with sign in, feedback, top deals and categories","[38384, 38403, 38405, 42834, 38395, 38401, 18531, 1205, 6933, 52134, 38392, 12667, 42833, 38391, 64303, 42809, 27519, 64305, 21334, 23210, 36415, 32324, 23211, 63441, 57643, 38396, 67491, 42820, 23204, 18829]","[3, 3, 2, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 1, 1, 0]"
Collapsible and Expandable List with Navigation bar and Fix Header,"[3183, 30076, 30075, 30078, 70696, 22727, 22725, 24519, 43045, 24722, 24072, 20872, 4853, 18296, 20873, 49304, 49343, 20869, 30834, 26304, 55726, 30846, 18278, 61447, 71643, 54270, 55728, 28838, 46742, 59605]","[2, 2, 2, 2, 0, 2, 2, 0, 0, 0, 2, 2, 2, 0, 3, 2, 0, 2, 2, 2, 0, 2, 0, 0, 0, 0, 2, 2, 0, 2]"
Registration for the services,"[11918, 2960, 59799, 2217, 70874, 58764, 58517, 8544, 71588, 60995, 41242, 68057, 49498, 49281, 880, 34649, 8555, 2751, 53797, 30984, 10263, 13165, 47312, 19399, 25789, 8761, 57744, 70927, 70151, 70150]","[2, 1, 2, 3, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 1, 2, 2, 1, 2, 2, 0, 3]"
App that display the shop and store locators and account details,"[63776, 46813, 63781, 33769, 46804, 3804, 25974, 46803, 63784, 66343, 46808, 3777, 3138, 25948, 57641, 50898, 1283, 59823, 50903, 9504, 59830, 12073, 9505, 10483, 66331, 63779, 59845, 42841, 25956, 29842]","[2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 2, 2, 1, 3, 2, 0, 0, 2, 1, 1, 2, 0, 1, 2, 3, 1, 1, 0, 0, 2]"
"App for Journey from one place to another , booking the seats","[43369, 44318, 27677, 44301, 18832, 21125, 44309, 46765, 11099, 44325, 44326, 56552, 21123, 64372, 59860, 27924, 44379, 30809, 39817, 44317, 43558, 60379, 44305, 47107, 39813, 44322, 34033, 18824, 49516, 2084]","[3, 2, 0, 2, 0, 3, 2, 1, 0, 2, 3, 0, 1, 0, 0, 3, 3, 3, 2, 2, 0, 0, 2, 2, 0, 3, 0, 1, 3, 3]"
Mobile UI for settings page,"[64671, 39238, 40348, 39237, 39239, 40346, 7653, 39241, 40349, 24785, 68647, 15312, 41623, 2189, 12167, 33788, 66435, 39571, 46352, 59362, 65007, 31437, 47363, 12162, 33792, 69847, 40354, 67556, 25978, 18857]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0]"
Close Button and Image Grid with Image card and Plus Icon overlay,"[41568, 43989, 657, 6210, 49973, 65685, 12865, 49962, 40055, 11258, 62683, 59538, 63599, 40692, 33166, 61164, 44250, 44767, 2020, 44254, 2739, 2026, 44255, 63601, 19303, 55316, 50792, 64833, 55312, 34615]","[2, 0, 1, 0, 3, 1, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 3, 0, 1, 0, 3, 0, 0, 3, 0, 0]"
sign-in with Google account with less information,"[48180, 46637, 6858, 56173, 20910, 31145, 6878, 14895, 66979, 61868, 40784, 41333, 63501, 22425, 6022, 27982, 65084, 29729, 49403, 20913, 15665, 53685, 41982, 38429, 8920, 20914, 6880, 25035, 20908, 67334]","[2, 0, 2, 2, 3, 0, 3, 2, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
playlists with other options in music player,"[25514, 17786, 43239, 66163, 17773, 17779, 30633, 17775, 17777, 30635, 17781, 43238, 30630, 17789, 17621, 17623, 17782, 17784, 70552, 18213, 13662, 5209, 22333, 17776, 9981, 18220, 17787, 65682, 43240, 55482]","[3, 1, 1, 2, 0, 1, 2, 0, 1, 1, 0, 0, 2, 0, 3, 0, 0, 1, 0, 3, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
Add blocker,"[56729, 26488, 26485, 63747, 26486, 15954, 8628, 8627, 17881, 8629, 44154, 26489, 63748, 26487, 15953, 7561, 13588, 13585, 63749, 13586, 13589, 10300, 61379, 13587, 44155, 67798, 65325, 44157, 61378, 13583]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 1, 1, 0, 1, 3, 0]"
This is good example for information screen,"[7465, 25336, 12533, 50217, 41306, 12537, 27109, 65912, 36189, 1194, 16361, 13775, 60034, 55433, 6258, 62949, 5504, 49614, 64655, 18484, 49617, 33538, 49607, 49615, 29729, 49609, 6415, 66613, 36206, 66979]","[2, 2, 0, 0, 0, 0, 0, 2, 0, 2, 3, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
search page of dolphin.com,"[7152, 65007, 65015, 13000, 60536, 53442, 26422, 40429, 53438, 26423, 40428, 2131, 65008, 11266, 2144, 69383, 56898, 23574, 65019, 1288, 2134, 68039, 12855, 2139, 43756, 26958, 71632, 18492, 26957, 2142]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
share prompt  for a fitness app,"[53967, 43801, 15614, 40150, 43747, 4776, 23410, 19456, 23814, 29021, 23301, 8002, 18350, 17724, 64344, 8251, 15139, 19453, 61616, 13176, 52993, 18465, 28567, 52982, 18460, 17726, 36424, 63472, 57917, 61871]","[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0]"
Overview of a holiday room with pictures and features,"[41847, 69221, 53107, 10428, 24047, 53803, 55540, 69219, 46701, 55542, 2078, 8522, 44253, 65190, 53100, 44256, 63616, 46702, 36666, 52914, 46706, 27544, 24046, 36101, 55539, 63615, 46690, 25989, 63612, 46708]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
